row_id,description,player_counts_min_players,player_counts_max_players,playtime_min_playtime,playtime_max_playtime,boardgame,minimum_age,game_info_release_year,game_info_categories,game_info_mechanisms,game_info_family,credits_designers,credits_solo_designer,credits_artists,credits_publishers,credits_developer,credits_graphic_designer,credits_sculptor,credits_editor,credits_writer,credits_insert_designer,game_stats_average_rating,game_stats_num_of_ratings,game_stats_std_deviation,game_stats_weight,game_stats_comments,game_stats_fans,game_stats_page_views,ranks_overall,ranks_strategy,play_stats_all_time_plays,play_stats_this_month_plays,collection_stats_own,collection_stats_previously_owned,collection_stats_for_trade,collection_stats_want_in_trade,collection_stats_wishlist,ratings_rated_1,ratings_rated_2,ratings_rated_3,ratings_rated_4,ratings_rated_5,ratings_rated_6,ratings_rated_7,ratings_rated_8,ratings_rated_9,ratings_rated_10,link_to_game,suggested_retail_price_usd,amazon_price_usd,boardgamebliss_price_cad,boardgamebliss_price_usd,philibert_price_eur,philibert_price_usd,zatu_games_price_gbp,zatu_games_price_usd,ebay_price_usd,ranks_thematic,cardhaus_games_price_usd,miniature_market_price_usd,noble_knight_games_price_usd,boardtopia_price_usd,k&b_hobbies_and_games_price_cad,k&b_hobbies_and_games_price_usd,zulu's_board_game_cafe_price_usd,elevated_board_games_price_usd,collector_store_llc_price_usd,ranks_war,usedgames.ca_price_cad,usedgames.ca_price_usd,stonemaier_games_price_usd,ranks_customizable,ranks_family,ranks_abstract,renegade_game_studios_price_usd,ranks_party,fowers_games_price_usd,ranks_children's,bgg_store_price_usd
11,Island Spirits join forces using elemental powers to defend their home from invaders.,1,4,90.0,120.0,Spirit Island,13.0,2017.0,Environmental;Fantasy;Mythology;Territory Building,"Action Retrieval;Area Majority / Influence;Automatic Resource Growth;Campaign / Battle Card Driven;Cooperative Game;Deck, Bag, and Pool Building;Hand Management;Modular Board;Simultaneous Action Selection;Solo / Solitaire Game;Tags;Variable Player Powers;Variable Set-up",Category: Dized Tutorial;Components: Control Boards;Components: Map (Continental / National scale);Components: Miniatures;Components: Official Music Soundtrack;Components: Wooden pieces & boards;Crowdfunding: Kickstarter;Digital Implementations: Apple App Store;Digital Implementations: Google Play;Digital Implementations: Steam;Game: Spirit Island;Islands: Fictional;Misc: LongPack Games;Players: Games with Solitaire Rules;Theme: Colonial;Theme: Environmental Protection / Degradation / Pollution;Theme: Tropical;Theme: Tropical Islands,R. Eric Reuss,,Jason Behnke;Loïc Berger;Loïc Billiau;Kat G Birmelin;Cari Corene;Lucas Durham;Rocky Hammer;Sydni Kruger;Nolan Nasser;Jorge Ramos;Adam Rebottaro;Moro Rogers;Graham Sternberg;Shane Tyree;Joshua Wright (I),"Greater Than Games, LLC;999 Games;Ace Studios;Arrakis Games;BoardM Factory;Engames;Fabled Nexus;Fox in the Box;Games7Days;Gém Klub Kft.;Ghenos Games;Hobby World;Intrafin Games;Lacerta;One Moment Games;Pegasus Spiele;Portal Games;REXhry;Siam Board Games",Ted Vessenes,SaRae Henderson;Darrell Louder,Jorge Ramos,Brian Blankstein;Dylan Thurston;Ted Vessenes,Paul Bender,,8.339,58873,1.52,4.08,9061,7768,7411357,11,10.0,390307,3294,90410,6607,632,1791,23844,169,175,439,646,1200,3400,7200,14000,16000,16000,https://boardgamegeek.com/boardgame/162886/spirit-island,,64.99,,,79.95,92.91,68.99,92.66,27.0,,,,70.0,58.49,,,89.99,,,,,,,,,,,,,,
12,Vanquish monsters with strategic cardplay in a 25-scenario Gloomhaven campaign.,1,4,30.0,120.0,Gloomhaven: Jaws of the Lion,14.0,2020.0,Adventure;Exploration;Fantasy;Fighting;Miniatures,Action Queue;Action Retrieval;Campaign / Battle Card Driven;Communication Limits;Cooperative Game;Critical Hits and Failures;Deck Construction;Grid Movement;Hand Management;Hexagon Grid;Legacy Game;Line of Sight;Multi-Use Cards;Once-Per-Game Abilities;Player Elimination;Role Playing;Scenario / Mission / Campaign Game;Simultaneous Action Selection;Solo / Solitaire Game;Variable Player Powers,Category: Dungeon Crawler;Components: Book as Board;Components: Miniatures;Components: Multi-Use Cards;Components: Standees;Digital Implementations: Steam;Digital Implementations: TableTop Simulator Mod (TTS);Game: Gloomhaven;Mechanism: Campaign Games;Mechanism: Legacy;Misc: Forteller Audio Narration;Misc: Limited Replayability;Misc: Watch It Played How To Videos;Players: Games with Solitaire Rules,Isaac Childres,,Francesca Baerald;David Demaret;Alexandr Elichev,Cephalofair Games;Albi;Albi Polska;Arclight Games;CoolPlay;Feuerland Spiele;Galápagos Jogos;Gém Klub Kft.;Hobby World;Korea Boardgames;Lord of Boards;Meanbook Games;Siam Board Games,Zachary Cohn;Marcel Dragomir;Drew Penn;Alexander JL Theoharis,Cat Bock;David Bock;Jason D. Kingsley;Josh T. McDowell,Chris Lewis,,Isaac Childres,,8.382,38651,1.48,3.64,5540,4120,3206307,12,11.0,194704,1064,83848,6956,1066,442,8865,204,122,223,327,681,1800,4200,9400,12000,9400,https://boardgamegeek.com/boardgame/291457/gloomhaven-jaws-of-the-lion,,64.95,,,59.95,69.67,38.39,51.56,9.99,7.0,49.99,,,,,,49.99,,,,,,,,,,,,,,
14,Relive the Cold War and rewrite history in an epic clash between the USA and USSR.,2,2,120.0,180.0,Twilight Struggle,13.0,2005.0,Modern Warfare;Political;Wargame,Action / Event;Advantage Token;Area Majority / Influence;Campaign / Battle Card Driven;Dice Rolling;Events;Hand Management;Simulation;Simultaneous Action Selection;Sudden Death Ending;Tug of War;Variable Set-up,Components: Map (Global Scale);Components: Multi-Use Cards;Continents: Asia;Country: Soviet Union;Country: USA;Digital Implementations: Google Play;Digital Implementations: Steam;Game: Twilight Struggle;History: Cold War;Misc: BGG Hall of Fame;Misc: Dice Tower Hall of Fame;Players: Two-Player Only Games;Players: Wargames with Rules Supporting Only Two Players;Political: NATO;Region: The World;Series: Twilight Struggle;Theme: Nuclear option;War Level of Command: Grand Strategy,Ananda Gupta;Jason Matthews,,Viktor Csete;Rodger B. MacGowan;Chechu Nieto;Guillaume Ries;Mark Simonitch,GMT Games;Asterion Press;Bard Centrum Gier;Chrononauts Games;Devir;DiceTree Games;GaGa Games;MINDOK;PHALANX;Pixie Games;Udo Grebe Gamedesign;Wargames Club Publishing,,Viktor Csete,,,,,8.235,50906,1.58,3.61,10389,5372,6146581,14,14.0,133314,255,71760,6918,1101,1296,12794,298,216,421,621,1200,2900,6400,13000,15000,12000,https://boardgamegeek.com/boardgame/12333/twilight-struggle,,64.5,69.95,50.34,,,57.59,77.35,19.99,,,,14.0,,,,,,,2.0,45.95,33.07,,,,,,,,,
15,Forge your own path through history as you draft a civilization for the ages.,2,4,120.0,120.0,Through the Ages: A New Story of Civilization,14.0,2015.0,Card Game;Civilization;Economic,Action Points;Auction / Bidding;Auction: Dutch;Events;Income;Open Drafting;Player Elimination;Tags;Take That,Digital Implementations: Board Game Arena;Digital Implementations: Google Play;Digital Implementations: Steam;Game: Through the Ages;Historical Figures: Various;Mechanism: Tableau Building;Misc: BGG Hall of Fame;Theme: Colonial,Vlaada Chvátil,,Filip Murmak;Radim Pech;Jakub Politzer;Milan Vavroň,"Czech Games Edition;Cranio Creations;Devir;DiceTree Games;Eagle-Gryphon Games;Feelindigo;GaGa Games;Gém Klub Kft.;HaKubia;HeidelBÄR Games;Heidelberger Spieleverlag;IELLO;MINDOK;New Games Order, LLC;One Moment Games;Rebel Sp. z o.o.",,,,,,,8.261,33740,1.53,4.44,4989,2581,4045321,15,13.0,144956,527,39022,4703,548,954,9899,150,115,255,371,707,2000,4400,8300,9600,7900,https://boardgamegeek.com/boardgame/182028/through-the-ages-a-new-story-of-civilization,100.11,79.99,73.95,53.22,,,55.39,74.39,12.0,,,79.99,69.99,,,,,,,,,,,,,,,,,,
16,"Plan, trade, and build your Burgundian estate to prosperity and prominence.",2,4,30.0,90.0,The Castles of Burgundy,12.0,2011.0,Animals;Dice;Medieval;Territory Building,Delayed Purchase;Dice Rolling;End Game Bonuses;Grid Coverage;Hexagon Grid;Open Drafting;Pattern Building;Tile Placement;Track Movement;Turn Order: Stat-Based;Variable Set-up,Animals: Cattle / Cows;Animals: Chickens / Roosters;Animals: Pigs;Animals: Sheep;Country: France;Digital Implementations: Board Game Arena;Digital Implementations: Boiteajeux;Digital Implementations: Google Play;Digital Implementations: Steam;Digital Implementations: Yucata;Game: The Castles of Burgundy;Mechanism: Tableau Building;Misc: BGG Hall of Fame;Misc: Dice Tower Hall of Fame;Misc: Watch It Played How To Videos;Players: Games with expansions that add solo play;Region: Burgundy (France);Series: Alea Big Box,Stefan Feld,,Julien Delval;Harald Lieske,alea;Ravensburger;Broadway Toys LTD;Giochi Uniti;Grow Jogos e Brinquedos;Hobby World;Maldito Games;Rebel Sp. z o.o.,,,,,,,8.152,66796,1.25,2.97,10133,4643,4837677,16,16.0,410557,1746,81487,8808,928,1102,13425,112,89,209,402,1100,3200,10000,23000,20000,9400,https://boardgamegeek.com/boardgame/84876/the-castles-of-burgundy,,399.99,,,,,,,20.39,,,,50.0,,,,,,,,,,,,,,,,,,
17,Use strategic outposts and navigate danger as you herd your cattle to Kansas City.,2,4,75.0,150.0,Great Western Trail,12.0,2016.0,American West;Animals;Economic,"Deck, Bag, and Pool Building;Hand Management;Ownership;Set Collection;Track Movement;Variable Set-up","Animals: Cattle / Cows;Cities: Kansas City (Missouri, USA);Components: Control Boards;Components: Map (Regional scale);Components: Wooden pieces & boards;Country: USA;Digital Implementations: Board Game Arena;Game: Great Western Trail;Mechanism: Tableau Building;Series: The Great Designers (Stronghold Games);States: Texas",Alexander Pfister,,Andreas Resch,eggertspiele;999 Games;Arclight Games;Broadway Toys LTD;Conclave Editora;Delta Vision Publishing;Ediciones MasQueOca;Gigamic;Korea Boardgames;Lacerta;Ludicus Games;MINDOK;Pegasus Spiele;Plan B Games;Stronghold Games;uplay.it edizioni;YOKA Games;Zvezda,Viktor Kobilke,,,Viktor Kobilke,,,8.163,42836,1.32,3.7,5507,2608,3879566,17,17.0,153049,342,46377,6054,642,1119,9971,114,83,195,347,819,2100,5900,13000,14000,6200,https://boardgamegeek.com/boardgame/193738/great-western-trail,,42.74,,,,,,,20.0,,58.39,,20.0,,,,,,,,,,,,,,,,,,
18,"Build an interstellar civilization by exploration, research, conquest, and diplomacy.",2,6,60.0,200.0,Eclipse: Second Dawn for the Galaxy,14.0,2020.0,Civilization;Exploration;Science Fiction;Space Exploration;Territory Building;Wargame,Alliances;Area Majority / Influence;Area-Impulse;Dice Rolling;Grid Movement;Hexagon Grid;Hot Potato;Income;Modular Board;Passed Action Token;Tech Trees / Tech Tracks;Variable Player Powers,Components: Control Boards;Components: Game Trayz Inside;Components: Map (Interplanetary or Interstellar scale);Components: Miniatures;Crowdfunding: Kickstarter;Digital Implementations: Steam;Game: Eclipse (Lautapelit.fi);Mechanism: 4X;Misc: Made by Panda,Touko Tahkokallio,,Noah Adelman;Jere Kasanen;Jukka Rajaniemi;Sampo Sikiö,Lautapelit.fi;Arclight Games;CrowD Games;Maldito Games;Matagot;MeepleBR;Pegasus Spiele;sternenschimmermeer;Surfin' Meeple China;TLAMA games;uplay.it edizioni,,Jere Kasanen,,,,Noah Adelman,8.409,16024,1.39,3.65,2233,2239,2990468,18,15.0,32784,225,20606,1184,124,949,8588,58,37,69,113,252,729,1700,4000,5300,3800,https://boardgamegeek.com/boardgame/246900/eclipse-second-dawn-for-the-galaxy,237.77,225.0,236.95,170.52,,,111.75,150.09,154.75,,179.99,179.99,280.0,,,,179.99,,,,,,,,,,,,,,
19,"Five factions vie for dominance in a war-torn, mech-filled, dieselpunk 1920s Europe.",1,5,90.0,115.0,Scythe,14.0,2016.0,Economic;Fighting;Science Fiction;Territory Building,Area Majority / Influence;Card Play Conflict Resolution;Contracts;End Game Bonuses;Force Commitment;Grid Movement;Hexagon Grid;King of the Hill;Movement Points;Narrative Choice / Paragraph;Solo / Solitaire Game;Take That;Tech Trees / Tech Tracks;Variable Player Powers;Variable Set-up;Victory Points as a Resource;Zone of Control,Category: Autonomous simulation;Category: Dized Tutorial;Components: Meeples;Components: Control Boards;Components: Map (Continental / National scale);Components: Miniatures;Components: Wooden pieces & boards;Continents: Europe;Crowdfunding: Kickstarter;Decades: The 1920's;Digital Implementations: Board Game Arena;Digital Implementations: Google Play;Digital Implementations: Steam;Digital Implementations: TableTop Simulator Mod (TTS);Digital Implementations: Tabletopia;Game: Scythe;Mechanism: Tableau Building;Misc: Made by Panda;Misc: Watch It Played How To Videos;Organizations: Automa Factory;Players: Games with Solitaire Rules;Theme: Alternate History;Theme: Dieselpunk;Theme: Mech Warfare,Jamey Stegmaier,Morten Monrad Pedersen,Jakub Rozalski,Stonemaier Games;Albi;Angry Lion Games;Arclight Games;CrowD Games;Delta Vision Publishing;Feuerland Spiele;Fire on Board Jogos;Galápagos Jogos;Geekach LLC;Ghenos Games;Korea Boardgames;Ludofy Creative;Maldito Games;Matagot;Morning;PHALANX;Planeta Igor;Playfun Games;Surfin' Meeple China,,Christine Santana,,,,,8.115,89793,1.45,3.45,13170,10384,8673810,19,25.0,328201,1135,122965,7870,963,1797,25439,229,232,583,1000,2300,5900,13000,25000,26000,16000,https://boardgamegeek.com/boardgame/169786/scythe,105.0,84.0,,,82.95,96.39,56.79,76.27,9.0,,84.0,,70.0,,109.99,79.15,99.99,,,,,,84.0,,,,,,,,
20,Test your economic mettle as you build and network in the Industrial Revolution.,2,4,60.0,120.0,Brass: Lancashire,14.0,2007.0,Economic;Educational;Industry / Manufacturing;Post-Napoleonic;Transportation,Chaining;End Game Bonuses;Hand Management;Income;Loans;Market;Multi-Use Cards;Network and Route Building;Ownership;Tags;Tech Trees / Tech Tracks;Tile Placement;Turn Order: Stat-Based;Variable Set-up,"Cities: Manchester (England, UK);Components: Map (Regional scale);Country: England;Crowdfunding: Spieleschmiede;Digital Implementations: Apple App Store;Digital Implementations: Steam;Game: Brass;History: Industrial Revolution;Misc: BGG Hall of Fame;Misc: LongPack Games;Theme: Canals",Martin Wallace,,Gavan Brown;Lina Cossette;Peter Dennis;David Forest;Eckhard Freytag;Damien Mammoliti,"Roxley;Warfrog Games;Arclight Games;BoardM Factory;Conclave Editora;CrowD Games;Dexker Games;Eagle-Gryphon Games;FRED Distribution, Inc.;Funforge;Ghenos Games;Giant Roc;Maldito Games;Pegasus Spiele;PHALANX;Rebel Sp. z o.o.;Wargames Club Publishing;White Goblin Games",,,,,,,8.198,26390,1.36,3.85,5380,2181,2989209,20,18.0,80344,219,34563,4229,570,955,6241,97,64,121,210,470,1300,3600,8200,8100,4400,https://boardgamegeek.com/boardgame/28720/brass-lancashire,,69.6,79.95,57.54,91.5,106.33,58.99,79.23,13.81,,62.49,,35.0,53.49,88.99,64.04,,59.99,,,,,,,,,,,,,
21,Science? Military? What will you draft to win this head-to-head version of 7 Wonders?,2,2,30.0,30.0,7 Wonders Duel,10.0,2015.0,Ancient;Card Game;City Building;Civilization;Economic,End Game Bonuses;Income;Melding and Splaying;Modular Board;Multi-Use Cards;Once-Per-Game Abilities;Open Drafting;Score-and-Reset Game;Set Collection;Sudden Death Ending;Tags;Tech Trees / Tech Tracks;Track Movement;Tug of War;Variable Set-up,Ancient: Babylon;Ancient: Egypt;Ancient: Greece;Ancient: Rome;Constructions: Pyramids;Digital Implementations: Board Game Arena;Digital Implementations: Google Play;Game: 7 Wonders;Game: 7 Wonders Duel;Mechanism: Tableau Building;Misc: Watch It Played How To Videos;Players: Games with expansions that add solo play;Players: Two-Player Only Games;Versions & Editions: Two-Player Versions of More-Player Games,Antoine Bauza;Bruno Cathala,,Miguel Coimbra,Repos Production;ADC Blackfire Entertainment;asmodee;Asterion Press;Boardgame Space;CoolPlay;Galápagos Jogos;Gém Klub Kft.;Hobby Japan;KADABRA;Kaissa Chess & Games;Korea Boardgames;Lautapelit.fi;Lifestyle Boardgames Ltd;Ludicus Games;Ponva d.o.o.;Pridemage Games;Rebel Sp. z o.o.;Siam Board Games;Sombreros Production;Ігромаг,,,,,,,8.084,103726,1.20,2.23,13580,6429,3822040,21,26.0,604553,2740,174404,9336,1343,857,11713,112,125,303,535,1500,5300,17000,38000,29000,12000,https://boardgamegeek.com/boardgame/173346/7-wonders-duel,,,30.95,22.27,24.95,28.99,19.69,26.44,12.78,,33.29,29.99,30.0,27.99,34.99,25.18,,29.59,29.59,,,,,,,,,,,,
22,Adventure in the frozen north and build up your outpost throughout an epic campaign.,1,4,90.0,180.0,Frosthaven,14.0,2022.0,Adventure;Exploration;Fantasy;Fighting;Miniatures,"Campaign / Battle Card Driven;Communication Limits;Cooperative Game;Deck Construction;Deck, Bag, and Pool Building;Grid Movement;Hand Management;Hexagon Grid;Legacy Game;Modular Board;Multi-Use Cards;Narrative Choice / Paragraph;Once-Per-Game Abilities;Scenario / Mission / Campaign Game;Simultaneous Action Selection;Solo / Solitaire Game;Variable Player Powers",Category: Dungeon Crawler;Components: Miniatures;Components: Multi-Use Cards;Components: Standees;Crowdfunding: Kickstarter;Digital Implementations: TableTop Simulator Mod (TTS);Game: Gloomhaven;Mechanism: Campaign Games;Mechanism: Legacy;Misc: Forteller Audio Narration;Players: Games with Solitaire Rules,Isaac Childres,,Francesca Baerald;David Demaret;Alexandr Elichev;Josh T. McDowell,Cephalofair Games;Albi;Albi Polska;CMON Global Limited;Delta Vision Publishing;Feuerland Spiele;Galápagos Jogos;Korea Boardgames,Zachary Cohn;Marcel Dragomir;Joe Homes;Drew Penn;Alexander JL Theoharis;Dennis Vögele,David Bock;Cat Bock;Jason D. Kingsley;Josh T. McDowell,Chad Hoverter;Chris Lewis,Dustin Schwartz,Zachary Cohn;Joe Homes;Alexander JL Theoharis,Matt Healey,8.773,9036,1.93,4.41,1982,2546,3528167,22,12.0,102087,1410,22261,851,218,328,6188,236,63,65,76,139,212,464,1100,2200,4500,https://boardgamegeek.com/boardgame/295770/frosthaven,249.99,198.95,69.95,50.34,,,,,54.06,5.0,250.0,250.0,170.0,189.99,,,,,,,,,,,,,,,,,
23,"Survive an alien-infested spaceship, but beware of other players and their agendas!",1,5,90.0,180.0,Nemesis,12.0,2018.0,Adventure;Horror;Miniatures;Science Fiction,Campaign / Battle Card Driven;Cooperative Game;Dice Rolling;Hand Management;Hidden Roles;Interrupts;Modular Board;Player Elimination;Semi-Cooperative Game;Solo / Solitaire Game;Team-Based Game;Traitor Game;Variable Player Powers,Category: Dungeon Crawler;Components: Dice with Icons;Components: Miniatures;Components: Polyhedral (not D6) dice;Creatures: Aliens / Extraterrestrials;Crowdfunding: Kickstarter;Crowdfunding: Modian;Game: Nemesis;Misc: Eastar Game Manufacturing;Players: Games with Solitaire Rules,Adam Kwapiński,,Piotr Foksowicz;Patryk Jędraszek;Ewa Labak;Andrzej Półtoranos,Awaken Realms;Rebel Sp. z o.o.;Arclight Games;asmodee;Cranio Creations;Delta Vision Publishing;Funforge;Galápagos Jogos;Geekach LLC;Hobby World;Korea Boardgames;MINDOK;Rebel Studio,Michał Oracz;Paweł Samborski;Michał Siekierski;Marcin Świerkot,Michał Oracz;Andrzej Półtoranos;Adrian Radziun,Jędrzej Chomicki;Piotr Gacek;Mateusz Modzelewski;Jakub Ziółkowski,,,,8.254,34821,1.52,3.48,5259,5471,4540400,23,,82874,524,47097,2832,220,1220,14803,130,146,276,427,700,2000,4300,8600,11000,7500,https://boardgamegeek.com/boardgame/167355/nemesis,159.99,138.63,148.95,107.19,,,103.59,139.13,62.99,12.0,127.99,,127.99,,174.99,125.93,,127.99,,,,,,,,,,,,,
24,"""Go forth, be bold, and ACQUIRE!"" in this campaign version of ""Clank!""",2,4,90.0,120.0,Clank! Legacy: Acquisitions Incorporated,13.0,2019.0,Adventure;Fantasy,"Deck, Bag, and Pool Building;Delayed Purchase;End Game Bonuses;Events;Legacy Game;Map Addition;Movement Points;Narrative Choice / Paragraph;Once-Per-Game Abilities;Open Drafting;Pick-up and Deliver;Player Elimination;Point to Point Movement;Push Your Luck;Scenario / Mission / Campaign Game;Set Collection;Variable Player Powers;Variable Set-up",Category: Dungeon Crawler;Components: Miniatures;Creatures: Dragons;Creatures: Goblins;Game: Clank!;Mechanism: Campaign Games;Mechanism: Legacy;Versions & Editions: Legacy Versions of Non-Legacy Games,Andy Clautice;Paul Dennen,,Clay Brooks;Anika Burrell;Derek Herring;Raul Ramos;Nate Storm;Alain Viesca,Dire Wolf;Penny Arcade;Renegade Game Studios;Devir;Korea Boardgames;Lavka Games;Lucrum Games;Origames;Schwerkraft-Verlag,,,,,,,8.511,10679,1.44,2.74,1645,1079,1325299,24,,62938,295,18480,1665,127,653,6536,48,30,54,76,189,414,962,2400,3500,3000,https://boardgamegeek.com/boardgame/266507/clank-legacy-acquisitions-incorporated,109.99,100.0,,,,,19.69,26.44,18.22,8.0,,,,100.0,,,99.99,,,,,,,,,,,,,,
25,"Puzzle together the life of a Viking village as you hunt, farm, craft, and explore.",1,4,30.0,120.0,A Feast for Odin,12.0,2016.0,Animals;Economic;Farming;Industry / Manufacturing;Medieval;Puzzle,Action Points;Automatic Resource Growth;Dice Rolling;Enclosure;Grid Coverage;Hand Management;Income;Layering;Pattern Recognition;Push Your Luck;Solo / Solitaire Game;Square Grid;Tile Placement;Turn Order: Pass Order;Worker Placement,Animals: Cattle / Cows;Animals: Fish / Fishes;Animals: Moose / Elk;Animals: Sheep;Components: Polyhedral (not D6) dice;Components: Polyominoes;Components: Wooden pieces & boards;Country: Iceland;Country: Norway;Digital Implementations: Board Game Arena;Game: A Feast for Odin;History: Viking Expansion;Islands: Greenland (Denmark);Mechanism: Tableau Building;Mythology: Norse;Occupation: Farmer;Players: Games with Solitaire Rules;Region: Arctic;Series: Harvest (Uwe Rosenberg);Theme: Food / Cooking;Theme: Vikings,Uwe Rosenberg,,Dennis Lohausen,Feuerland Spiele;Cranio Creations;Devir;Filosofia Éditions;Game Harbor;Hobby World;Korea Boardgames;Lacerta;Maldito Games;Mandala Jogos;Rebel Sp. z o.o.;Super Meeple;テンデイズゲームズ (TendaysGames);TLAMA games;White Goblin Games;Z-Man Games,,,,Frank Heeren,,,8.166,31679,1.38,3.86,4850,2728,3474691,25,20.0,123275,643,41417,3485,300,1974,15786,70,71,187,264,619,1900,4400,9400,9400,5400,https://boardgamegeek.com/boardgame/177736/a-feast-for-odin,,,,,,,66.95,89.92,18.51,,98.99,,65.0,,,,99.99,94.99,74.99,,,,,,,,,,,,
26,Merchants build and trade throughout the Roman Empire to please the Gods.,2,5,100.0,100.0,Concordia,13.0,2013.0,Ancient;Economic;Nautical,"Action Retrieval;Advantage Token;Auction: Dutch;Deck, Bag, and Pool Building;End Game Bonuses;Hand Management;Hidden Victory Points;Investment;Movement Points;Network and Route Building;Open Drafting;Point to Point Movement;Set Collection;Variable Set-up",Ancient: Rome;Components: Meeples;Components: Map (Continental / National scale);Digital Implementations: Apple App Store;Digital Implementations: Boiteajeux;Digital Implementations: Google Play;Digital Implementations: Steam;Game: Concordia;Misc: BGG Hall of Fame;Players: Games with expansions that add solo play;Region: Mediterranean Sea,Mac Gerdts,,Marina Fahrenbach;Mac Gerdts;Dominik Mayer,"PD-Verlag;999 Games;Cranio Creations;CrowD Games;Ediciones MasQueOca;Egmont Polska;Gém Klub Kft.;Heidelberger Spieleverlag;Korea Boardgames;Laguna;Lex Games;New Games Order, LLC;Playfun Games;Rio Grande Games;Ystari Games",,,,,,,8.084,43420,1.21,2.99,6696,2698,3484505,26,22.0,144417,446,49571,4019,410,1530,12179,65,57,113,258,657,2200,7000,16000,12000,5000,https://boardgamegeek.com/boardgame/124361/concordia,58.99,52.47,59.95,43.14,44.95,52.23,39.39,52.9,18.62,,54.95,46.99,18.0,,,,,51.99,,,,,,,,,,,,,
27,Wrangle your herd of cows across the Midwest prairie and deliver it to Kansas City.,1,4,75.0,150.0,Great Western Trail: Second Edition,12.0,2021.0,American West;Animals;Economic,"Deck, Bag, and Pool Building;Hand Management;Ownership;Set Collection;Solo / Solitaire Game;Tags;Track Movement;Variable Set-up","Animals: Cattle / Cows;Cities: Kansas City (Missouri, USA);Components: Control Boards;Country: USA;Digital Implementations: Board Game Arena;Game: Great Western Trail;Mechanism: Tableau Building;Players: Games with Solitaire Rules;States: Texas",Alexander Pfister,Wil Gerken;Steve Schlepphorst,Chris Quilliams,eggertspiele;Arclight Games;CoolPlay;Delta Vision Publishing;Ediciones MasQueOca;Galápagos Jogos;Ghenos Games;Korea Boardgames;Lacerta;Rebel Sp. z o.o.;Yayoi The Dreamer;Zvezda;本长文化,André Bierth,,,,,,8.284,16100,1.29,3.71,1731,1289,1212814,27,19.0,59591,458,23201,1611,191,519,4971,60,25,53,96,251,601,1900,5000,5500,2600,https://boardgamegeek.com/boardgame/341169/great-western-trail-second-edition,72.99,65.99,,,,,31.98,42.95,40.3,,,,58.39,,74.99,53.97,,58.99,,,,,,,,,,,,,
28,Explore an island to find resources and discover the lost ruins of Arnak.,1,4,30.0,120.0,Lost Ruins of Arnak,12.0,2020.0,Adventure;Card Game;Exploration;Fantasy,"Area Movement;Contracts;Deck, Bag, and Pool Building;Delayed Purchase;End Game Bonuses;Hand Management;Multi-Use Cards;Once-Per-Game Abilities;Open Drafting;Resource to Move;Solo / Solitaire Game;Track Movement;Turn Order: Progressive;Worker Placement",Components: Gems/Crystals;Components: Multi-Use Cards;Components: Official Music Soundtrack;Creatures: Monsters;Digital Implementations: Board Game Arena;Digital Implementations: Yucata;Game: Lost Ruins of Arnak;Islands: Fictional;Occupation: Adventurer / Explorer;Players: Games with Solitaire Rules;Theme: Archaeology / Paleontology;Theme: Temple;Theme: Tropical;Theme: Tropical Islands,Elwen;Mín,,Ondřej Hrdina;Jiří Kůs;Filip Murmak;Jakub Politzer;František Sedláček;Milan Vavroň,"Czech Games Edition;Brädspel.se;Cranio Creations;Devir;DiceTree Games;Fantasmagoria;GaGa Games;Games4you;Gém Klub Kft.;Goblin Gaming;HeidelBÄR Games;Hobby Japan;IELLO;Kaissa Chess & Games;Lautapelit.fi;Lex Games;Lord of Boards;MINDOK;More Fun Co., Ltd.;One Moment Games;Rebel Sp. z o.o.;Spilbræt.dk;White Goblin Games",Michal Štach;Michaela Štachová,Filip Murmak,,,,,8.071,51953,1.26,2.93,6410,5124,4089749,28,32.0,285051,2563,78658,4064,475,1117,14978,75,82,190,365,1000,2900,8100,18000,15000,6200,https://boardgamegeek.com/boardgame/312484/lost-ruins-of-arnak,,59.99,54.95,39.54,59.95,69.67,46.95,63.06,9.0,,49.95,59.99,54.95,49.95,,,,49.95,49.95,,,,,,,,,,,,
