Property Ref,Added On,Last Updated,Market Status,Type,Bedrooms,Bathrooms,Toilets,Parking Spaces,Furnishing,Price,District,State,Servicing,Service Charge,Total Area,Covered Area
2791716,28 Mar 2025,15 Apr 2025,Available,Terraced Duplex,3,3,4,2,,210000000.0,Ikeja,Lagos,,,800 sqm,600 sqm
2820153,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,4,4,5,4,,150000000.0,Lekki,Lagos,,,"3,500 sqm",240 sqm
2820159,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,3,3,4,3,,130000000.0,Lekki,Lagos,,,"4,700 sqm",270 sqm
2820190,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,,,,,130000000.0,Lekki,Lagos,,,,
2820160,15 Apr 2025,15 Apr 2025,Available,House,4,4,5,3,,285000000.0,Lekki,Lagos,,,,
2820192,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,,,500000000.0,Magodo,Lagos,,,,
2820155,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,,,,,180000000.0,Isheri North,Lagos,,,,
2820156,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,3,,,,,120000000.0,Kosofe,Lagos,,,,
2820163,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,4,4,5,2,,160000000.0,Ajah,Lagos,,,450 sqm,450 sqm
2820166,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,3,,,,,220000000.0,Magodo,Lagos,,,,
2820167,15 Apr 2025,15 Apr 2025,Available,House,4,4,5,3,,100000000.0,Lekki,Lagos,,,,
2820170,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,,4,,,261900000.0,Gbagada,Lagos,,,,
2820168,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,2,,210000000.0,Ajah,Lagos,,,"5,000 sqm",104 sqm
2820181,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,,,,,500000000.0,Gbagada,Lagos,,,,
2820182,15 Apr 2025,15 Apr 2025,Available,House,4,4,5,2,,110000000.0,Lekki,Lagos,,,,
2129466,21 Feb 2024,09 Apr 2025,Available,Terraced Duplex,3,3,4,2,,100000000.0,Ajah,Lagos,,,200 sqm,"1,500 sqm"
2820130,15 Apr 2025,15 Apr 2025,Available,House,5,5,6,5,,450000000.0,Ogudu,Lagos,,,,
2820133,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,,,95000000.0,Ajah,Lagos,,,,
2820127,15 Apr 2025,15 Apr 2025,Available,House,5,5,6,5,,400000000.0,Ikeja,Lagos,,,,
2820137,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,,,105000000.0,Ajah,Lagos,,,,
2820142,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,3,3,4,,,98000000.0,Ajah,Lagos,,,,
2820146,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,4,4,5,,,200000000.0,Ajah,Lagos,,,,
2792207,28 Mar 2025,15 Apr 2025,Available,Semi-detached Duplex,4,4,5,,,150000000.0,Lekki,Lagos,,,,
2807585,07 Apr 2025,12 Apr 2025,Available,Semi-detached Duplex,4,4,5,3,,175000000.0,Lekki,Lagos,,,,
2820150,15 Apr 2025,15 Apr 2025,Available,Block of Flats,2,2,2,2,,55000000.0,Lekki,Lagos,,,,
2820152,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,4,,350000000.0,Lekki,Lagos,,,,
2820126,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,4,4,5,,,240000000.0,Lekki,Lagos,,,,
2796230,31 Mar 2025,15 Apr 2025,Available,Semi-detached Duplex,4,4,5,,,250000000.0,Lekki,Lagos,,,,
2820151,15 Apr 2025,15 Apr 2025,Available,Block of Flats,2,2,3,2,,170000000.0,Lekki,Lagos,,,,
2820125,15 Apr 2025,15 Apr 2025,Available,House,4,4,5,4,,650000000.0,Maryland,Lagos,,,,
2820128,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,4,,2500000000.0,Ikoyi,Lagos,Serviced,,,
2820134,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,4,4,5,3,,850000000.0,Ikoyi,Lagos,Serviced,,,
2820135,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,4,,950000000.0,Victoria Island (VI),Lagos,Serviced,,,
2820145,15 Apr 2025,15 Apr 2025,Available,House,3,,4,,,38500000.0,Abeokuta North,Ogun,,,,
2811748,09 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,4,5,,,160000000.0,Ajah,Lagos,,,,
2820147,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,6,Furnished,380000000.0,Lekki,Lagos,,,,
2732217,21 Feb 2025,09 Apr 2025,Available,Detached Duplex,5,4,5,,,220000000.0,Isheri North,Lagos,,,,
2820105,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,4,5,4,,430000000.0,Ikeja,Lagos,,,,
2820100,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,5,5,5,5,,700000000.0,Lekki,Lagos,,,,
2820103,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,5,5,,850000000.0,Lekki,Lagos,,,,
2820106,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,5,,260000000.0,Ikeja,Lagos,,,,
2820117,15 Apr 2025,15 Apr 2025,Available,House,5,5,6,5,,450000000.0,Ikeja,Lagos,,,,
2820109,15 Apr 2025,15 Apr 2025,Available,House,4,4,5,4,,250000000.0,Ogudu,Lagos,,,,
2820111,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,4,,380000000.0,Ogudu,Lagos,,,,
2820108,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,5,,360000000.0,Ikeja,Lagos,,,,
2820104,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,3,,350000000.0,Lekki,Lagos,Serviced,,,
2820107,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,4,4,5,3,,135000000.0,Lekki,Lagos,Serviced,,,
2820119,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,3,,94000000.0,Lekki,Lagos,Serviced,,,
2820116,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,5,5,6,,,850000000.0,Lekki,Lagos,,,,
2820120,15 Apr 2025,15 Apr 2025,Available,House,5,5,6,5,,600000000.0,Magodo,Lagos,,,,
2820095,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,5,5,5,5,,950000000.0,Lekki,Lagos,,,,
2820097,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,5,5,,2500000000.0,Ikoyi,Lagos,,,,
2820101,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,5,5,3,,260000000.0,Gbagada,Lagos,,,,
2820113,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,4,,5,,,270000000.0,Maryland,Lagos,,,,
2820118,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,,5,,,380000000.0,Lekki,Lagos,,,,
2820122,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,,5,,,350000000.0,Magodo,Lagos,,,,
2820125,15 Apr 2025,15 Apr 2025,Available,House,4,4,5,4,,650000000.0,Maryland,Lagos,,,,
2597866,29 Nov 2024,15 Apr 2025,Available,Detached Duplex,6,6,8,25,Furnished,10435942920.0,Ikoyi,Lagos,Serviced,,"3,600 sqm",
2820022,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,4,5,,,280000000.0,Ikeja,Lagos,,,,
2820048,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,6,,850000000.0,Lekki,Lagos,,,,
2820061,15 Apr 2025,15 Apr 2025,Available,Block of Flats,2,2,2,2,,260000000.0,Lekki,Lagos,,,,
2820046,15 Apr 2025,15 Apr 2025,Available,Block of Flats,2,2,2,2,,120000000.0,Lekki,Lagos,,,,
2820049,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,5,5,,350000000.0,Lekki,Lagos,,,,
2820052,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,5,5,,695000000.0,Lekki,Lagos,,,,
2820059,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,4,4,,110000000.0,Lekki,Lagos,,,,
2820039,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,6,,1000000000.0,Lekki,Lagos,,,"1,000 sqm","1,000 sqm"
2820060,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,4,4,5,3,,110000000.0,Ibeju Lekki,Lagos,,,,
2820031,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,,,600000000.0,Magodo,Lagos,,,,
2820018,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,,Furnished,250000000.0,Lekki,Lagos,,,,
2820023,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,3,3,4,,Furnished,110000000.0,Lekki,Lagos,,,,
2735198,23 Feb 2025,05 Apr 2025,Available,Block of Flats,2,,3,,,807741982.0,Eko Atlantic City,Lagos,Serviced,,,
2820025,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,4,4,5,,Furnished,160000000.0,Lekki,Lagos,,,,
2820028,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,4,5,,Furnished,220000000.0,Lekki,Lagos,,,,
2820034,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,,,210000000.0,Yaba,Lagos,,,,
2820035,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,2,2,3,2,,65000000.0,Surulere,Lagos,Serviced,,,
2820036,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,3,,,,,220000000.0,Ikeja,Lagos,,,,
2820044,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,5,5,5,5,,650000000.0,Lekki,Lagos,,,,
2820055,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,5,5,,350000000.0,Lekki,Lagos,,,,
2597866,29 Nov 2024,15 Apr 2025,Available,Detached Duplex,6,6,8,25,Furnished,10435942920.0,Ikoyi,Lagos,Serviced,,"3,600 sqm",
2820022,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,4,5,,,280000000.0,Ikeja,Lagos,,,,
2820048,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,6,,850000000.0,Lekki,Lagos,,,,
2820046,15 Apr 2025,15 Apr 2025,Available,Block of Flats,2,2,2,2,,120000000.0,Lekki,Lagos,,,,
2820049,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,5,5,,350000000.0,Lekki,Lagos,,,,
2820052,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,5,5,,695000000.0,Lekki,Lagos,,,,
2820059,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,4,4,,110000000.0,Lekki,Lagos,,,,
2820039,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,6,,1000000000.0,Lekki,Lagos,,,"1,000 sqm","1,000 sqm"
2820031,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,,,600000000.0,Magodo,Lagos,,,,
2633637,24 Dec 2024,15 Apr 2025,Available,Detached Duplex,4,4,5,3,,135000000.0,Ajah,Lagos,Serviced,,,
2820016,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,4,5,,Furnished,140000000.0,Ajah,Lagos,,,,
2820018,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,,Furnished,250000000.0,Lekki,Lagos,,,,
2820023,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,3,3,4,,Furnished,110000000.0,Lekki,Lagos,,,,
2735198,23 Feb 2025,05 Apr 2025,Available,Block of Flats,2,,3,,,807741982.0,Eko Atlantic City,Lagos,Serviced,,,
2820025,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,4,4,5,,Furnished,160000000.0,Lekki,Lagos,,,,
2820028,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,4,5,,Furnished,220000000.0,Lekki,Lagos,,,,
2820034,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,,,210000000.0,Yaba,Lagos,,,,
2820035,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,2,2,3,2,,65000000.0,Surulere,Lagos,Serviced,,,
2820036,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,3,,,,,220000000.0,Ikeja,Lagos,,,,
2820044,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,5,5,5,5,,650000000.0,Lekki,Lagos,,,,
2820055,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,5,5,,350000000.0,Lekki,Lagos,,,,
2796112,31 Mar 2025,08 Apr 2025,Available,Block of Flats,2,2,3,2,,160000000.0,Lekki,Lagos,,,,
2819972,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,4,5,,,550000000.0,Ikeja,Lagos,,,,
2786633,25 Mar 2025,14 Apr 2025,Available,Detached Duplex,5,5,6,3,,700000000.0,Lekki,Lagos,Serviced,,,
2678626,23 Jan 2025,14 Apr 2025,Available,Semi-detached Duplex,4,4,5,4,,190000000.0,Lekki,Lagos,Serviced,,,
2819954,14 Apr 2025,14 Apr 2025,Available,Terraced Duplex,4,4,5,,,300000000.0,Lekki,Lagos,Serviced,,,
2819990,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,4,5,,,250000000.0,Maryland,Lagos,,,,
2819974,14 Apr 2025,14 Apr 2025,Available,House,5,5,6,3,,550000000.0,Lekki,Lagos,,,,
2808925,08 Apr 2025,08 Apr 2025,Available,Detached Duplex,5,5,6,3,,320000000.0,Lekki,Lagos,,,,
2395726,09 Aug 2024,18 Mar 2025,Available,Terraced Duplex,4,4,5,2,,180000000.0,Lekki,Lagos,,,,-3 sqm
2819969,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,4,4,5,,,180000000.0,Isheri North,Lagos,,,,
2819936,14 Apr 2025,14 Apr 2025,Available,Block of Flats,3,3,4,2,,130000000.0,Lekki,Lagos,Serviced,,,
2819994,14 Apr 2025,14 Apr 2025,Available,House,4,,,,,155000000.0,Lekki,Lagos,,,,
2809228,08 Apr 2025,08 Apr 2025,Available,Detached Duplex,5,5,6,3,,350000000.0,Lekki,Lagos,,,,
2809192,08 Apr 2025,08 Apr 2025,Available,Terraced Duplex,4,4,5,2,,85000000.0,Lekki,Lagos,,,,
2800622,03 Apr 2025,03 Apr 2025,Available,Block of Flats,2,2,3,2,,120000000.0,Lekki,Lagos,,,,
2819982,14 Apr 2025,14 Apr 2025,Available,Terraced Duplex,4,4,5,,,250000000.0,Ojodu,Lagos,,,,
2819964,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,5,6,,,240000000.0,Ajah,Lagos,,,,
2819966,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,4,5,,,140000000.0,Ajah,Lagos,,,,
2820002,14 Apr 2025,14 Apr 2025,Available,Block of Flats,3,3,4,,,280000000.0,Shomolu,Lagos,,,,
2820010,14 Apr 2025,14 Apr 2025,Available,Semi-detached Bungalow,5,5,6,,Furnished,750000000.0,Lekki,Lagos,,,,
2820012,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,5,6,,Furnished,390000000.0,Lekki,Lagos,,,,
2808015,07 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,2,5,2,,110000000.0,Ajah,Lagos,,,,
2819894,14 Apr 2025,14 Apr 2025,Available,Block of Flats,2,2,3,2,,64000000.0,Ikeja,Lagos,,,,
2819899,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,4,4,5,3,,370000000.0,Ikeja,Lagos,,,,
2819906,14 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,4,5,3,Furnished,450000000.0,Ikeja,Lagos,,,,
2819934,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,8,6,,,1300000000.0,Lekki,Lagos,,,,
2601814,02 Dec 2024,14 Apr 2025,Available,Detached Duplex,5,5,6,,,600000000.0,Ikeja,Lagos,,,,
2819891,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,4,4,5,3,,180000000.0,Isheri North,Lagos,,,,
2819852,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,5,6,4,,350000000.0,Lekki,Lagos,,,,
2819861,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,5,5,5,,,850000000.0,Lekki,Lagos,,,,
2819911,14 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,3,,250000000.0,Lekki,Lagos,,,,
2819946,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,,,,,350000000.0,Lekki,Lagos,,,,
2819955,14 Apr 2025,15 Apr 2025,Available,Detached Bungalow,3,4,4,4,,30000000.0,Port Harcourt,Rivers,,,465 sqm,387 sqm
2819877,14 Apr 2025,14 Apr 2025,Available,House,3,3,3,,,125000000.0,Ajah,Lagos,,,,
2819904,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,4,4,5,,,330000000.0,Lekki,Lagos,,,,
2819905,14 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,4,,250000000.0,Ajah,Lagos,,,,
2819909,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,4,4,5,,,330000000.0,Lekki,Lagos,,,,
2819915,14 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,3,3,4,2,,130000000.0,Magodo,Lagos,,,,
2819918,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,4,5,5,,168000000.0,Lekki,Lagos,,,,
2703849,05 Feb 2025,14 Apr 2025,Available,Detached Duplex,4,4,5,4,,150000000.0,Ajah,Lagos,,,,
2678534,23 Jan 2025,08 Mar 2025,Available,Terraced Duplex,4,5,5,3,,500000000.0,Ikoyi,Lagos,,,,
2819933,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,5,6,3,,230000000.0,Ajah,Lagos,,,250 sqm,300 sqm
2619053,13 Dec 2024,27 Mar 2025,Available,House,3,3,4,1,Furnished,110000000.0,Lekki,Lagos,,,,
2819800,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,5,5,6,3,,700000000.0,Lekki,Lagos,,,,
2819803,14 Apr 2025,14 Apr 2025,Available,Terraced Duplex,4,4,5,,,400000000.0,Lekki,Lagos,Serviced,,,
2819839,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,4,,,,,400000000.0,Lekki,Lagos,,,,
2819771,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,7,8,8,6,,1300000000.0,Lekki,Lagos,,,,
2819776,14 Apr 2025,14 Apr 2025,Available,House,5,5,6,3,,390000000.0,Lekki,Lagos,,,,
2819811,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,4,5,4,,260000000.0,Lekki,Lagos,Serviced,"₦45,000 per month",,
2819782,14 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,,,500000000.0,Lekki,Lagos,,,,
2811145,09 Apr 2025,09 Apr 2025,Available,Detached Duplex,5,5,6,6,,600000000.0,Lekki,Lagos,,,600 sqm,
2819788,14 Apr 2025,15 Apr 2025,Available,Block of Flats,,,,,,160000000.0,Ajah,Lagos,,,695 sqm,
2819784,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,3,3,4,3,,150000000.0,Lekki,Lagos,,,,
2819789,14 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,2,,110000000.0,Lekki,Lagos,,,,
2819783,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,5,5,,,175000000.0,Lekki,Lagos,,,,
2819786,14 Apr 2025,14 Apr 2025,Available,House,5,5,6,3,,250000000.0,Lekki,Lagos,,,,
2611205,08 Dec 2024,21 Mar 2025,Available,Terraced Duplex,4,4,5,2,,85000000.0,Lekki,Lagos,,,,
2819801,14 Apr 2025,14 Apr 2025,Available,House,4,4,5,3,,230000000.0,Lekki,Lagos,,,,
2819781,14 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,3,,230000000.0,Lekki,Lagos,,,,
2819807,14 Apr 2025,14 Apr 2025,Available,Block of Flats,2,2,3,,,170000000.0,Lekki,Lagos,Serviced,,,
2819838,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,4,5,,,230000000.0,Lugbe District,Abuja,,,,
2819836,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,5,6,4,,700000000.0,Lekki,Lagos,,,,
2819853,14 Apr 2025,14 Apr 2025,Available,Terraced Duplex,6,6,7,,,400000000.0,Mabushi,Abuja,,,,
2508089,11 Oct 2024,14 Apr 2025,Available,Detached Duplex,5,5,6,10,,1650000000.0,Lekki,Lagos,,,"1,000 sqm",
2795177,30 Mar 2025,03 Apr 2025,Available,Detached Duplex,5,5,6,4,,850000000.0,Lekki,Lagos,,,,
2819763,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,5,6,4,,350000000.0,Lekki,Lagos,,,,
2815082,11 Apr 2025,11 Apr 2025,Available,Detached Duplex,6,6,6,3,,600000000.0,Lekki,Lagos,Serviced,,,
2819767,14 Apr 2025,14 Apr 2025,Available,Terraced Duplex,5,,,,,380000000.0,Victoria Island (VI),Lagos,,,,
2819745,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,3,3,4,,,150000000.0,Lekki,Lagos,,,,
2809765,08 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,3,3,4,3,,150000000.0,Lekki,Lagos,,,,
2810550,09 Apr 2025,09 Apr 2025,Available,Detached Duplex,3,3,4,3,,75000000.0,Ibeju Lekki,Lagos,,,,
2819743,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,4,5,5,4,,200000000.0,Lekki,Lagos,,,,
2819747,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,4,5,3,,140000000.0,Lekki,Lagos,,,,
2811780,09 Apr 2025,09 Apr 2025,Available,Detached Duplex,5,5,6,3,,350000000.0,Lekki,Lagos,Serviced,,,
2819757,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,5,6,4,,250000000.0,Lekki,Lagos,,,,
2819744,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,5,6,4,,320000000.0,Ajah,Lagos,,,,
2819749,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,5,6,4,,280000000.0,Ajah,Lagos,,,,
2819191,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,4,4,5,2,,180000000.0,Ajah,Lagos,,,,
2819126,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,4,5,3,,140000000.0,Ajah,Lagos,,,,
2811790,09 Apr 2025,09 Apr 2025,Available,Detached Duplex,4,4,5,3,,330000000.0,Lekki,Lagos,Serviced,,,
2811466,09 Apr 2025,09 Apr 2025,Available,Terraced Duplex,3,3,4,2,,75000000.0,Ajah,Lagos,,,,
2819756,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,4,4,5,4,,235000000.0,Ajah,Lagos,,,,
2819761,14 Apr 2025,15 Apr 2025,Available,Terraced Duplex,3,3,4,,,65000000.0,Ajah,Lagos,,,,
2819765,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,4,4,5,2,,160000000.0,Ajah,Lagos,,,,
2802455,04 Apr 2025,04 Apr 2025,Available,Terraced Duplex,3,3,4,,,120000000.0,Lekki,Lagos,,,,
2819666,14 Apr 2025,14 Apr 2025,Available,Block of Flats,3,3,4,2,,130000000.0,Lekki,Lagos,,,,
2819665,14 Apr 2025,14 Apr 2025,Available,House,5,6,6,4,Furnished,695000000.0,Lekki,Lagos,,,,
2817457,13 Apr 2025,13 Apr 2025,Available,Detached Duplex,7,7,8,6,,1300000000.0,Lekki,Lagos,,,,
2819720,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,4,4,5,,,130000000.0,Ibeju Lekki,Lagos,,,,
2665590,16 Jan 2025,17 Jan 2025,Available,House,4,4,5,3,Furnished,75000000.0,Ajah,Lagos,,,85 sqm,"1,400 sqm"
2819669,14 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,5,5,6,,,320000000.0,Magodo,Lagos,,,,
2819680,14 Apr 2025,15 Apr 2025,Available,Detached Duplex,6,6,7,,,450000000.0,Magodo,Lagos,,,,
2819716,14 Apr 2025,14 Apr 2025,Available,Terraced Duplex,4,4,5,,,130000000.0,Lekki,Lagos,Serviced,,,
2819681,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,4,5,3,,150000000.0,Lekki,Lagos,,,,
2819684,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,4,4,5,4,,250000000.0,Lekki,Lagos,,,,
2819691,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,4,5,5,4,,250000000.0,Lekki,Lagos,,,,
2819703,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,4,4,5,3,,250000000.0,Lekki,Lagos,,,,
2819695,14 Apr 2025,14 Apr 2025,Available,Block of Flats,2,2,2,,,210000000.0,Lekki,Lagos,,,,
2819709,14 Apr 2025,15 Apr 2025,Available,Block of Flats,3,3,3,,,200000000.0,Lekki,Lagos,,,,
2819658,14 Apr 2025,15 Apr 2025,Available,Detached Duplex,6,6,7,,,450000000.0,Magodo,Lagos,,,,
2819673,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,5,6,4,,270000000.0,Lekki,Lagos,,,,
2819723,14 Apr 2025,14 Apr 2025,Available,Terraced Duplex,4,4,5,,,120000000.0,Lekki,Lagos,Serviced,,,
2819724,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,4,4,4,,,380000000.0,Lekki,Lagos,,,,
2819735,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,5,6,4,,300000000.0,Ajah,Lagos,,,,
2304767,13 Jun 2024,15 Apr 2025,Available,Terraced Duplex,4,4,5,4,,650000000.0,Victoria Island (VI),Lagos,,,,
2409342,16 Aug 2024,18 Mar 2025,Available,Detached Bungalow,8,8,11,2,,80000000.0,Ibeju Lekki,Lagos,,,783 sqm,650 sqm
2819581,14 Apr 2025,14 Apr 2025,Available,Terraced Duplex,4,5,5,3,,210000000.0,Yaba,Lagos,Serviced,,,
2023572,30 Nov 2023,14 Apr 2025,Available,Detached Duplex,5,5,6,6,Furnished,6422118720.0,Ikoyi,Lagos,,,,
2818312,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,4,5,5,,,300000000.0,Gbagada,Lagos,,,,
2819518,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,5,5,,,220000000.0,Ikeja,Lagos,,,,
2819641,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,,6,,,600000000.0,Ikeja,Lagos,,,,
2818296,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,4,5,,,130000000.0,Lekki,Lagos,,,,
2819576,14 Apr 2025,14 Apr 2025,Available,Terraced Duplex,3,3,4,2,,110000000.0,Lekki,Lagos,,,,
2819584,14 Apr 2025,14 Apr 2025,Available,Terraced Duplex,3,3,4,2,,120000000.0,Lekki,Lagos,,,,
2819655,14 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,4,,320000000.0,Lekki,Lagos,,,,
2815496,11 Apr 2025,11 Apr 2025,Available,Detached Duplex,5,5,6,,,370000000.0,Lekki,Lagos,,,,
2819650,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,6,6,3,,369999999.0,Magodo,Lagos,,,,
2819586,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,4,5,4,,18000000.0,Lekki,Lagos,,,,
2762475,11 Mar 2025,14 Apr 2025,Available,Detached Duplex,2,2,3,2,,60000000.0,Lekki,Lagos,,,,
